Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
65,62,2023-03-06,30-016,DEN,,TOR,W (+5),1,35:36,3,10,.300,0,4,.000,0,0,,0,2,2,4,1,0,0,2,6,3.8,+8
66,63,2023-03-08,30-018,DEN,,CHI,L (-21),1,31:03,2,7,.286,1,4,.250,0,0,,1,1,2,4,3,0,0,2,5,6.9,-7
67,64,2023-03-10,30-020,DEN,@,SAS,L (-8),1,37:05,4,8,.500,3,6,.500,2,2,1.000,1,1,2,5,4,1,0,0,13,18.2,-5
68,65,2023-03-12,30-022,DEN,,BRK,L (-2),1,37:19,3,5,.600,0,2,.000,2,2,1.000,0,3,3,1,0,2,1,1,8,7.3,+15
69,66,2023-03-14,30-024,DEN,@,TOR,L (-15),1,29:02,1,2,.500,0,1,.000,1,1,1.000,0,2,2,4,2,1,0,1,3,7.7,-8
70,67,2023-03-16,30-026,DEN,@,DET,W (+19),1,29:43,7,15,.467,4,7,.571,2,3,.667,0,1,1,2,3,0,0,2,20,15.8,+16
71,68,2023-03-18,30-028,DEN,@,NYK,L (-6),1,37:15,2,7,.286,0,5,.000,0,0,,0,1,1,1,0,0,1,2,4,-0.9,+3
72,69,2023-03-19,30-029,DEN,@,BRK,W (+6),1,34:05,3,7,.429,2,4,.500,0,0,,0,1,1,2,1,0,2,0,8,5.0,+7
73,70,2023-03-22,30-032,DEN,@,WAS,W (+14),1,29:27,2,9,.222,0,4,.000,2,3,.667,0,3,3,4,1,0,0,1,6,4.4,+6
74,71,2023-03-25,30-035,DEN,,MIL,W (+23),1,28:07,4,8,.500,0,0,,3,5,.600,2,6,8,1,1,0,1,0,11,10.1,+15
75,72,2023-03-27,30-037,DEN,,PHI,W (+5),1,31:42,2,8,.250,1,4,.250,0,0,,1,0,1,2,1,1,0,1,5,3.6,+8
76,73,2023-03-30,30-040,DEN,,NOP,L (-19),1,28:54,1,7,.143,0,4,.000,3,4,.750,1,3,4,2,3,0,0,2,5,5.3,-17
77,,2023-03-31,30-041,DEN,@,PHO,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
78,74,2023-04-02,30-043,DEN,,GSW,W (+2),1,20:59,1,6,.167,0,3,.000,1,1,1.000,0,4,4,0,3,0,3,2,3,-0.4,-8
79,75,2023-04-04,30-045,DEN,@,HOU,L (-21),1,24:51,3,6,.500,1,3,.333,1,1,1.000,0,1,1,0,1,1,3,1,8,3.6,-23
80,,2023-04-06,30-047,DEN,@,PHO,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
81,76,2023-04-08,30-049,DEN,@,UTA,L (-4),1,28:46,7,12,.583,6,8,.750,1,1,1.000,0,0,0,3,1,2,1,3,21,17.7,-1
82,,2023-04-09,30-050,DEN,,SAC,W (+14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
